player_name,country,points,position,move,gender
Jose Manuel Lopez Machado,ESP,11,1128,-1,M
Pablo Gonzalez Torres,ESP,11,1128,-1,M
Luciano Ignacio Leyton De Vincenzi,CHI,11,1128,-1,M
Dheo Talatayod,PHI,11,1128,-1,M
Pierre Guiraud,FRA,11,1128,-1,M
Mohamed Khalaf,CIV,11,1128,-1,M
Jaimes McKee,HKG,11,1128,-1,M
Robert Coman,ROU,11,1128,-1,M
Lucca Carlesso,BRA,11,1128,-1,M
Joao Paulo Reck Boeira,BRA,11,1128,-1,M
Hugo Portillo,ESP,11,1128,-23,M
Joaquin Zerpa,ARG,11,1128,-1,M
Matias Nicoletti,ITA,11,1128,-1,M
Adit Patel,GBR,11,1128,-1,M
Iran Nagimtay,KAZ,11,1128,-1,M
Arturo Azocar Salinas,CHI,11,1128,-1,M
Aidan Carrazedo,RSA,11,1128,-1,M
Nikita Filatov,RUS,11,1128,-1,M
Mateo Torres-Jacobs,BEL,11,1128,-1,M
Maher Damergie,CIV,11,1128,-1,M
Tomoaki Murasawa,JPN,11,1128,-93,M
Francis Langan,GBR,11,1128,-1,M
Johann Benson Lo Escoto,HKG,11,1128,-1,M
Maniel Bains,GBR,10,1199,0,M
Tsubasa Kato,JPN,10,1199,0,M
Julian Leite,ARG,10,1199,0,M
Matteo Coni,ITA,10,1199,0,M
Oscar Guiral Mallart,ESP,10,1199,0,M
Marc Fontanet,ESP,10,1199,0,M
Luka Polovina,SRB,10,1199,0,M
Atilla Kaan Göne,TUR,10,1199,0,M
Rodion Pak,KAZ,10,1199,0,M
Aaron Cortes Alcaraz,ESP,10,1199,0,M
Edgar Barria,CHI,10,1199,0,M
Matias Ilardia Meyer,URU,10,1199,0,M
Felipe Ignacio Bermudez Aros,CHI,10,1199,0,M
David Pedroso Hennemann,BRA,10,1199,0,M
Bautista Romero Lang,ARG,10,1199,0,M
Ian Walker,CHI,10,1199,0,M
Ahmed Amr,EGY,10,1199,0,M
Bernardo Corrochano Cid,ESP,10,1199,0,M
Vincent Bakunowicz,GBR,10,1199,0,M
Marcus Kevin Rouk,EST,10,1199,0,M
Aday Sanchez Leon,ESP,10,1199,0,M
Olly Cull,GBR,10,1199,0,M
Adam Badreddine,CIV,10,1199,0,M
Pedro Toccafondo Neto,BRA,10,1199,0,M
Hugo Saintot,FRA,10,1199,0,M
Adil Kalyanpur,IND,10,1199,0,M
Charles Marot,FRA,10,1199,0,M
Antonio Tricarico,ITA,10,1199,0,M
Javier Serer Gutierrez,ESP,10,1199,0,M
Ignacio Melgarejo Darnaude,ESP,10,1199,0,M
Lei Xing,CHN,10,1199,0,M
Quentin Anelli,FRA,10,1199,0,M
Bartolomeo Zagaria,ITA,10,1199,0,M
Giorgos Kakkouras,CYP,10,1199,0,M
Artem Shcherbachenko,RUS,10,1199,0,M
Umberto Prezioso,ITA,10,1199,0,M
Fahir Berk Ilkel,TUR,10,1199,0,M
Arnaud Meessen,BEL,10,1199,0,M
Olivier Geresi,HUN,10,1199,0,M
Giorgio Ranieri,ITA,10,1199,0,M
Ange Gamaliel Nguessan,CIV,10,1199,0,M
Timothy Berry,PHI,10,1199,0,M
Nicolas Dereeper,FRA,10,1199,0,M
Asao Igarashi,JPN,10,1199,0,M
Vinicius Dos Santos Borges,BRA,10,1199,0,M
Matteo Franceschetti,ITA,10,1199,0,M
Felipe Alberto Quintana Palma,CHI,10,1199,0,M
Juan Agustin Ordoñez,MEX,10,1199,0,M
Valentin Cilli,ARG,10,1199,0,M
Atsushi Maeda,JPN,10,1199,0,M
Alihan Ozbayrak,TUR,10,1199,0,M
Darío Gabriel Agustin Vergara,ARG,10,1199,0,M
Alexandre Pichon De Bury,FRA,10,1199,0,M
Leo Perez,FRA,10,1199,0,M
Fernando Dominguez Cruz,ESP,10,1199,0,M
Antonis Efthymiou,CYP,10,1199,0,M
Florian Guerin,FRA,10,1199,0,M
Ricardo Fernandez,MEX,10,1199,0,M
Alexander Ulrik Frørup Lange,DEN,10,1199,0,M
Alejandro Ochoa Garcia,MEX,10,1199,0,M
Hamza Berrahou,BEL,10,1199,0,M
Pavel Fedorov,RUS,10,1199,0,M
Marius Miežis,LTU,10,1199,0,M
Lok Pui Lawrence Lo,HKG,10,1199,0,M
Tomislav Hadzic,CRO,10,1199,0,M
Kouga Yasuda,JPN,10,1199,416,M
Andrija Graovac,SRB,10,1199,0,M
Israel Valero Martinez,ESP,10,1199,0,M
Long Si,CHN,10,1199,0,M
Mori Ignacio Sáez Lagos,CHI,10,1199,0,M
George Weller,GBR,10,1199,0,M
Fabrizio González Arrigunaga,MEX,10,1199,0,M
Dongbo Peng,CHN,10,1199,0,M
Jad Jaafar,LBN,10,1199,0,M
Mohamed Elzayat,EGY,10,1199,0,M
Tamer Fakhry,CIV,10,1199,0,M
Fakih Najib,LBN,10,1199,0,M
Tommaso Arcangeli,ITA,9,1276,1,M
Fredrik Ask,NOR,9,1276,1,M
Savvas Anthis,CYP,9,1276,1,M
Christian Paul Del Amo Lauder,ESP,9,1276,1,M
Yeldos Mussabekov,KAZ,9,1276,1,M
Panos Katsaris,CYP,9,1276,1,M
Axel Hein,ARG,9,1276,1,M
Agustin Greco,ARG,9,1276,1,M
Eran Sai Teja,IND,9,1276,1,M
Ramiro Nehuen T. Contreras,ESP,9,1276,1,M
Edgar Perez Garcia,ESP,9,1276,1,M
Zhaslan Omarov,KAZ,9,1276,1,M
Arnau Anglarill Urbano,ESP,9,1276,1,M
Farsad Shahi,IRI,9,1276,1,M
Josimar Casanova,BRA,9,1276,1,M
Makar Makogon,KAZ,9,1276,1,M
Kevin Danho,CIV,9,1276,1,M
Jorge Morales Rocino,ESP,9,1276,1,M
Stan Hunt,GBR,9,1276,1,M
Franco Ceretani Hegi,ESP,9,1276,1,M
Rodolphe Pouliquen,FRA,9,1276,1,M
Alayli Rami,LBN,9,1276,1,M
Rishabh Kishore,IND,9,1276,1,M
Federico Salaro,ARG,9,1276,1,M
Javier Navas,ESP,9,1276,1,M
Nikhil Sai Kodali,IND,9,1276,1,M
Rickard Kjellberg,SWE,9,1276,1,M
Matias Aviles,CHI,9,1276,1,M
Dmitry Myagkov,RUS,9,1276,1,M
Minghui Hui,CHN,9,1276,1,M
Andre Ferreira Van Holstein,POR,9,1276,52,M
Luca Fontana,ITA,9,1276,1,M
Iker Mercader Franco,ESP,9,1276,1,M
David Antolin Solla,ESP,9,1276,1,M
Luca Formigheri,BRA,9,1276,0,M
Agustin Sanchez,ARG,9,1276,1,M
Ismail Iskec,TUR,9,1276,1,M
Brian Ortiz,ARG,9,1276,1,M
Yann Auradou,FRA,9,1276,1,M
Daniel Perdomo Marrero,ESP,9,1276,1,M
Sergio Borrero Fernandez De La Puente,ESP,9,1276,1,M
Vicente Soto Herrera,CHI,9,1276,1,M
Lukman Hakim Bin Abdul Aziz Abdul Aziz,MAS,9,1276,1,M
Andrea Melisi,ITA,9,1276,246,M
Angelos Dionysiou,CYP,9,1276,1,M
Aldiyar Zhexebayev,KAZ,9,1276,1,M
Manuel Buil Baldellou,ESP,9,1276,1,M
Bruno Ferreira,BRA,9,1276,1,M
Bung Liu,CHN,9,1276,1,M
Lucas Bareño Nieto,BRA,9,1276,1,M
Rahat Achanta,IND,9,1276,1,M
Alfonso Velasco Prieto,ESP,9,1276,1,M
Martin Rubini,ARG,9,1276,1,M
Timothy Stalgis,ARG,9,1276,246,M
Felipe Camargo,ARG,8,1330,-2,M
Milan Terkovics,HUN,8,1330,-2,M
Daniel Elohim Fernandez Guerra,USA,8,1330,-2,M
Victor Lethuilier,FRA,8,1330,-2,M
Ruben Digbydiercks,AUS,8,1330,0,M
Nikhil Narwani,HKG,8,1330,-2,M
Jeronimo Jose Campora,ARG,8,1330,-2,M
Norifumi Kawakita,JPN,8,1330,-2,M
Nicolas Xiviller,URU,8,1330,-2,M
Marcos Gonzalez Gil,ESP,8,1330,-2,M
Manuel Rocafort Lores,ESP,8,1330,-2,M
Rafael Reyes Moreno,ESP,8,1330,-2,M
Thibaud Pech,FRA,8,1330,-2,M
Esteban Santibanez Luna,MEX,8,1330,-2,M
Hamood Samah,IND,8,1330,-2,M
Carl Axel Ricardo Holmkvist Cabo,ESP,8,1330,-2,M
Kohei Saito,JPN,8,1330,-2,M
Kanagat Nugusbayev,KAZ,8,1330,-2,M
Juan Carlos Gama Gonzalez,ESP,8,1330,-2,M
Enrique Martos Lopez,ESP,8,1330,-2,M
Vilgot Persson,SWE,8,1330,-2,M
Sebastien Maunier,FRA,8,1330,-2,M
Jorge Farid Sat,ARG,8,1330,-2,M
Marc Pastor Montserrat,ESP,8,1330,-2,M
Benoit Theard,FRA,8,1330,-2,M
Sebastian Mauricio Muñoz Martinez,ESP,8,1330,-2,M
Gian Andrea Farabbi,ITA,8,1330,-2,M
Alejandro Portillo Lara,ESP,8,1330,-2,M
Lucas Cohen Bacrie,FRA,8,1330,-2,M
Federico Sferco,ARG,8,1330,-2,M
Nicolaj Lyng Dahl,DEN,8,1330,-2,M
Fernando Juan Tous Gelabert,ESP,8,1330,-2,M
Jorge Ortigosa Martin,ESP,8,1330,-2,M
Isa Albinali,BRN,8,1330,-2,M
Dhanush Gowda,IND,8,1330,-2,M
Saska Huttunen,FIN,8,1330,-2,M
Eskar Revilla,INA,8,1330,-2,M
Saul Serna Rafael,ESP,8,1330,-53,M
Antoine Leo Gontard,HKG,8,1330,-2,M
Ludovic Cancel,FRA,8,1330,-2,M
Wael Ezzedine,SEN,8,1330,-2,M
William Soeby Svendsen,DEN,8,1330,-2,M
Nawaf Alkhayyat,BRN,8,1330,-2,M
Anthony Hok Yin Lau,HKG,8,1330,-2,M
Jeremias Rufino,ARG,8,1330,-2,M
Vinay Kothari Kotha,IND,8,1330,-2,M
Cristian Daniel Ozan,ARG,8,1330,-2,M
Žan Luka Konjar,SLO,8,1330,-2,M
Dean Georgiu,CYP,8,1330,-2,M
Hector Rapallo Nuñez,ESP,8,1330,1385,M
Jacobo Blanco,ESP,8,1330,-2,M
Cem Ilkel,TUR,8,1330,-2,M
Bourahli Djemel,FRA,8,1330,-2,M
Axel Scheistel,ARG,8,1330,-2,M
Arman Muradyan,ARM,8,1330,-2,M
Ronald Osmar Rolandi,PAR,8,1330,-2,M
Adil Yeltayev,KAZ,8,1330,-2,M
Ricard Manchon Zugasti,ESP,8,1330,-2,M
Joao Vicente Fonte,BRA,8,1330,-2,M
Denys Milchenko,UKR,8,1330,-2,M
Mauricio Rivera Caballero,MEX,8,1330,-2,M
Andreas Falk Bjerrehus,DEN,8,1330,-2,M
Agustin Hernandez,ARG,8,1330,-2,M
Dimitris Chalavazis,GRE,8,1330,-2,M
Yassin Daadour,EGY,8,1330,-2,M
Daniil Anisimov,RUS,8,1330,-2,M
Emil Thomsen,DEN,8,1330,-2,M
Jan Cano Felix,ESP,8,1330,-131,M
Ghaddar Nael,LBN,8,1330,-2,M
Joel Losana,ESP,8,1330,-2,M
Alessandro Volpin,ITA,8,1330,-2,M
Danyil Yevdokimov,UKR,8,1330,-2,M
Jesus Rico Hontoria,ESP,8,1330,-2,M
Youssef Ben Dhiaf,TUN,8,1330,-2,M
Carlos Gilabert Mulet,ESP,8,1330,-2,M
Carlos Eugenio Barrera,ESP,8,1330,-2,M
Luis Guzman,USA,8,1330,-2,M
Aaron Lewis Joseph Besnainou,FRA,8,1330,-2,M
Manuel Begines Calvo,ESP,8,1330,-2,M
Cayetano Rocafort Lores,ESP,8,1330,-2,M
Lorenzo Aste,CHI,8,1330,-2,M
Marcos Galan Zori,ESP,8,1330,-2,M
Linus Isaksson,SWE,8,1330,-2,M
Ignacio Alejandro Opazo Ortega,CHI,8,1330,-2,M
Tobias Raffaele,ARG,8,1330,-2,M
Joel Rubio Moreno,ESP,8,1330,-2,M
Diego Garcia Villalobos Blanco,MEX,8,1330,-2,M
Kwok Kee Chu,HKG,8,1330,-2,M
Ibrahim Joel Tresor Ouédraogo,CIV,8,1330,-2,M
Guillermo Demianiuk Carou,ESP,8,1330,-2,M
Johan Peloux Marchini,FRA,8,1330,-2,M
Alejandro Diaz Estupiñan,ESP,8,1330,-2,M
Raoul Teroy,FRA,8,1330,-2,M
Joshua Benjamin Van Rensburg,RSA,8,1330,-2,M
Adam Freeman,AUS,8,1330,0,M
Anastasios Kourepinis,GRE,8,1330,-2,M
David Saintot,FRA,8,1330,-2,M
Gerard Sola Grau,ESP,8,1330,-2,M
Filip Olech,POL,8,1330,-2,M
Jeremy Charton,FRA,8,1330,-2,M
Ferhat Korkmaz,TUR,8,1330,-2,M
Juan Calleja Periset,ESP,8,1330,-2,M
Johan Fors,SWE,8,1330,-2,M
Giogri Giorgadze,GEO,8,1330,-2,M
Sergo Sikharulidze,GEO,8,1330,-2,M
Charlie Andrews,GBR,8,1330,-2,M
Ashfaq Ahmed,IND,8,1330,-2,M
Ali Alarif,UAE,8,1330,-2,M
Oussama Zebakh Laakel,ESP,8,1330,-2,M
Rodrigo Banzer,USA,8,1330,-2,M
Felipe Baraçal,BRA,8,1330,-2,M
Marcell Urvolgyi,HUN,8,1330,-2,M
Ziad Barakat,EGY,8,1330,-2,M
Eduardo Nieto De Orduña,ESP,8,1330,-2,M
Joan Fede,FRA,8,1330,-2,M
Sofus Broennum,DEN,8,1330,-2,M
Adrian Yew Hock,MAS,8,1330,-2,M
Nils Skajaa,DEN,8,1330,-2,M
Shubham Sharma,IND,8,1330,-2,M
Jorge Chacon Sanz,ESP,8,1330,-2,M
Marcos Alejo Mardones,ARG,8,1330,-2,M
Riccardo Chiaradia,ITA,8,1330,-2,M
Afonso Quentin,FRA,8,1330,-2,M
Tomas Javier Poblaciones Soto,ESP,8,1330,-2,M
Maxime Poitevin,FRA,8,1330,-2,M
Renzo Del Bue,ARG,8,1330,-2,M
Nelson Dario Gutierrez,ARG,8,1330,-2,M
Deepak Arora,IND,8,1330,-2,M
Ramazan Yessengeldinov,KAZ,8,1330,-2,M
Mathias Gavelin,SWE,8,1330,-2,M
Juuso Tapanainen,FIN,8,1330,-2,M
Mohamed Dolo,CIV,8,1330,-2,M
Miguel Briega Ramos,ESP,8,1330,-2,M
Leon Ortega Ibanez,ESP,8,1330,-2,M
Hami Golestan,SWE,8,1330,-2,M
Manuel Jesús Fernández Prieto,ESP,8,1330,-2,M
Carlos Garcia Garcia,VEN,8,1330,-2,M
Pyry Hyrkkönen,FIN,8,1330,-2,M
Franklin Ovalles,USA,8,1330,-2,M
Sebastian Molina,CHI,8,1330,-2,M
Arturo Cejas,ESP,8,1330,-2,M
Georgios Tofinis,CYP,8,1330,-2,M
Pedro Junior Olivares Bernal,DOM,8,1330,-2,M
Janne Wuorinen,FIN,8,1330,-2,M
Luke Power,GBR,8,1330,-2,M
Christian Gomez,PAN,8,1330,-2,M
Ruben Alamo Cruz,ESP,8,1330,-2,M
Luke Gomes,GBR,7,1477,-6,M
Francisco Lihuel Acosta,ARG,7,1477,-6,M
Sergey Yelnik,GBR,7,1477,-6,M
Sherif Khattab,EGY,7,1477,-6,M
Ivan Lopez Muñoz,ESP,7,1477,-6,M
Gilles Stas,BEL,7,1477,-6,M
Oscar Camacho Ortiz,ESP,7,1477,-6,M
Pablo Avina,USA,7,1477,0,M
Erik Paljakka,FIN,7,1477,-6,M
Mariano Danei Linaza,ARG,7,1477,-6,M
Agustin Maximiliano Parisi,ARG,7,1477,-6,M
Juan Ramon Peña Soto,CHI,7,1477,-6,M
Savvas Papadopoulos,CYP,7,1477,-6,M
Simon Garforth-Bles,GBR,7,1477,-6,M
Ron Kester Ako Annan,GHA,7,1477,-6,M
George Argyrou,CYP,7,1477,-6,M
Mauricio Martin Echazu Puente,PER,7,1477,-6,M
Alessandro Ciaccia,ITA,7,1477,-6,M
Jimmy Barbieux,BEL,7,1477,-6,M
Andreas Stavrou,CYP,7,1477,-6,M
Pedro Bosio Fuentes,CHI,7,1477,-6,M
Junhao Zhang,CHN,7,1477,-6,M
Martim Sousa,POR,7,1477,-6,M
Andrew Brigham,GBR,7,1477,-6,M
Pedro Vera,ESP,7,1477,-6,M
Yixin Yang,CHN,7,1477,-6,M
Bassel Guindi,EGY,7,1477,-6,M
Francisco Goncalves Da Silva,POR,7,1477,-6,M
Titouan Sarrat,FRA,7,1477,-6,M
Ningwei Yang,CHN,7,1477,-6,M
Nawaf Alsaeed,KSA,7,1477,-6,M
Konstantinos Machattos,CYP,7,1477,-6,M
Ivo Rodrigues,POR,7,1477,-6,M
Guilherme Alves,POR,7,1477,-6,M
Yuanqin Du,CHN,7,1477,-6,M
Pedro Parada,POR,7,1477,-6,M
Jesus Alvarez Hornillo,ESP,7,1477,-6,M
Nick Merten,GER,7,1477,-6,M
Marcelo Espinosa Garrido,CHI,7,1477,-6,M
David Torregrosa Baena,ESP,7,1477,-6,M
Gustavo Santos,POR,7,1477,-6,M
Daniel Domenech,ESP,7,1477,-6,M
Hugo Caparros Basterra,ESP,7,1477,-6,M
Joao Gabriel Acunha,BRA,7,1477,-6,M
Daniel Anum Quartey,GHA,7,1477,-6,M
Raul Rodriguez Fuentes,ESP,7,1477,-6,M
Alexey Abazov,RUS,7,1477,-6,M
Sarcuto Pompeo,ITA,7,1477,-6,M
Parker Rhodes,USA,7,1477,-6,M
Valentin San Juan,ARG,7,1477,-6,M
Mouhamed Daffe,SEN,6,1527,-5,M
Mikael Martikainen,FIN,6,1527,-5,M
Oliver Koch,SWE,6,1527,-5,M
Guangmin Ma,CHN,6,1527,-5,M
Pablo Burdeos Larruy,ESP,6,1527,-5,M
Jerome Peeters,BEL,6,1527,-56,M
Simone Codovini,ITA,6,1527,-5,M
Gerry Gunawan Saputra,INA,6,1527,-5,M
Nicolas Trancart,FRA,6,1527,-5,M
Juan Vicente Alcala,ESP,6,1527,-5,M
Pablo Gabilondo,ESP,6,1527,-5,M
Lykle Roosjen,NED,6,1527,-5,M
Mehdi Elloumi,TUN,6,1527,-5,M
Hugo Cazaban,FRA,6,1527,-5,M
Guillermo Ibañez Delgado,ESP,6,1527,-5,M
Florent Prelot,FRA,6,1527,-5,M
Adam Whiting,GBR,6,1527,-5,M
Victor Macchiavello Karmy,CHI,6,1527,-5,M
Juan Ramirez Prieto,ESP,6,1527,-5,M
Aleksandros Tsykov,UKR,6,1527,-5,M
Karl-Johan Mattsson,SWE,6,1527,-5,M
Tomas Youlton Cerda,CHI,6,1527,-5,M
Talal Mohsen El Shaarani,EGY,6,1527,-5,M
Alejandro Ruben Kania Flores,ESP,6,1527,-5,M
Isidro Tormos Carrascosa,ESP,6,1527,-5,M
Javier Mora Cuart,ESP,6,1527,-5,M
Alan Brinol,USA,6,1527,-5,M
Alejo Gabriel Stella,ARG,6,1527,-5,M
Adrian Mayor Pastor,ESP,6,1527,-5,M
Liam De La Mare,GBR,6,1527,-5,M
Henrik Pais Slyngstad,NOR,6,1527,-5,M
Jaouad Zoubaa,FRA,6,1527,-5,M
Hamad Alkokhardi,UAE,6,1527,-5,M
Martin Materassi,ITA,6,1527,-5,M
Ahmed Nooruddin,BRN,6,1527,-5,M
Augusto Cornejo,ARG,6,1527,-5,M
Jason Kostaridis,GRE,6,1527,-5,M
Ilya Grinshteyn,RUS,6,1527,-5,M
Tommaso Rivellini,ITA,6,1527,-5,M
Jarno Kevarinmäki,FIN,6,1527,-5,M
Rodolphe Lonjaret,FRA,6,1527,-5,M
Hing Lung Weldon Chan,HKG,6,1527,-5,M
Diego Benito,ARG,6,1527,-5,M
Jorge Asencio Ambrona,ESP,6,1527,-5,M
Matthew Barrelle,AUS,6,1527,-5,M
Jaime Esteve Medina,ESP,6,1527,-5,M
Pablo Calleja Pulido,ESP,6,1527,-5,M
Mario Wongsuwan,THA,6,1527,-5,M
Daniel Saavedra Ortega,CHI,6,1527,-5,M
Hugo Houedessou,FRA,6,1527,-5,M
Yuanjia Ding,CHN,6,1527,-5,M
Kiril Dimitrov,BUL,6,1527,-5,M
Alvaro Matador Garcia De Vinuesa,ESP,6,1527,-5,M
Mario Rodriguez Garcia,ESP,6,1527,-5,M
Mehdi Ketfi,FRA,6,1527,-5,M
Rudinei Kalil,USA,6,1527,-5,M
Eduardo Saratt,BRA,6,1527,-5,M
Eduardo Castillo,MEX,6,1527,-5,M
Simon Javoršek,SLO,6,1527,-5,M
Raul Jerez Miranda,ESP,6,1527,-5,M
Alex Cinca Hernandez,ESP,6,1527,-5,M
Pedro Garcia,BRA,6,1527,-5,M
Pablo Muñoz Garcia,ESP,6,1527,-5,M
Fahad Alhooli,UAE,6,1527,-5,M
Sebastian Wade,USA,6,1527,-5,M
Oscar Vazquez Fernandez,ESP,6,1527,-5,M
Matteo Viviano,ITA,6,1527,-5,M
Marcos Antonio Cheung Modesto,POR,6,1527,-5,M
Daniele Galloppa,ITA,6,1527,-5,M
Arthaud Dumoulin,FRA,6,1527,-5,M
Emilis Jaskunas,LTU,6,1527,-5,M
Lazaro Leite,BRA,6,1527,-5,M
Manuel Avina,MEX,6,1527,-5,M
Dimitris Skalidakis,GRE,6,1527,-5,M
Francois Castejon,USA,6,1527,-5,M
Louis Jarrold,IRL,6,1527,-5,M
Yusif Rzayev,AZE,6,1527,-5,M
Saul Verdugo,ESP,6,1527,-5,M
Federico Di Giuseppe,ITA,6,1527,-5,M
Alejandro Canovas Ferrando,ESP,6,1527,-5,M
Gabriele De Angelis,ITA,6,1527,-5,M
Hallak Hussein,LBN,6,1527,-5,M
David Gomez Fernandez,ESP,6,1527,-5,M
Tamerlan Azizov,AZE,6,1527,-5,M
Jean Noel Said,GHA,6,1527,-5,M
Hussein Hallal,LBN,6,1527,-5,M
Federico Nicolas Galarza,ARG,6,1527,-5,M
Ali Alasfoor,BRN,6,1527,-5,M
Armando Emilio Moya,ESP,6,1527,-5,M
José Julián Durán Reyna,DOM,5,1616,-1,M
Andres Martinez,AUS,5,1616,0,M
Andrew Ma,USA,5,1616,-1,M
Bartu Citak,TUR,5,1616,-1,M
Anselmo Guerrero Alvarez,ESP,5,1616,-1,M
Dante Gustavo Luchetti,ITA,5,1616,-1,M
Lucas De La Rosa Brotons,ESP,5,1616,-1,M
Hasan Alqattan,BRN,5,1616,-1,M
Riccardo Menon,ITA,5,1616,-1,M
Roland Kosche,CHI,5,1616,-1,M
David Daniel,BRA,5,1616,-1,M
Ferran Bueno Gomez,ESP,5,1616,-1,M
Yuliang Yan,CHN,5,1616,-1,M
Abdulla Mohamed Ahmed Mohamed,BRN,5,1616,-1,M
Yuen Hong Yau,HKG,5,1616,-1,M
Rashid Walid,UAE,5,1616,-1,M
Leandro Favoretto,BRA,5,1616,-1,M
Thomas Barateau,FRA,5,1616,-1,M
Starlin Javier Rodríguez Sanchez,DOM,5,1616,-1,M
Silviu Mircea Popescu,ROU,5,1616,-1,M
Jason Tamayo,USA,5,1616,-1,M
Josue Pazos Galeote,MEX,5,1616,-1,M
Sergio Mauricio Herrera,ARG,5,1616,-1,M
Alvaro Padilla,MEX,5,1616,-1,M
Antonio Atencia Urbaneja,ESP,5,1616,-1,M
Matija Selak,CRO,5,1616,-1,M
Andreas Martell Beuzit,ESP,5,1616,-1,M
Juan Jose Iguaran Melo,COL,5,1616,-1,M
Francisco Javaloy,ESP,5,1616,-1,M
Alejandro Montesdeoca Afonso,ESP,5,1616,-1,M
Daniel Lingen,GER,5,1616,-1,M
Shaun Leagas,RSA,5,1616,-1,M
Pierluigi Musiari,ITA,5,1616,-1,M
Adel Mahmoud Elsahn,EGY,5,1616,-1,M
Henrik Sillanpää,FIN,5,1616,-1,M
Hadi Hadi,LBN,5,1616,-1,M
Manuel Arrizabalaga Eugenio,ESP,5,1616,-1,M
Pedro Salas,SUI,5,1616,-1,M
Muddassir Hussain,IND,5,1616,-1,M
Witold Konopko,POL,5,1616,-1,M
Galien Devillers,FRA,5,1616,-1,M
Fernando Serrano Gonzalez,MEX,5,1616,-1,M
Lasse Schramm Simonsen,DEN,5,1616,-1,M
Ahmed Alfedhala,BRN,5,1616,-1,M
Anthony Maury,FRA,5,1616,-1,M
Hendrik Inno,EST,5,1616,-1,M
Matias Angel Paredes,ARG,5,1616,-1,M
Kashyap Ashok,USA,5,1616,-1,M
Luan Krige,RSA,5,1616,-1,M
Till Gygax,SUI,5,1616,-1,M
Meda Kowere Baizoum Joel,BUR,5,1616,-1,M
David Tudela,ESP,5,1616,-1,M
Jiri Vanek,CZE,5,1616,-1,M
Jason Wright,AUS,5,1616,-1,M
Jeremy Garcia,FRA,5,1616,-1,M
Alan Joseph Healy,IRL,5,1616,-1,M
Marcelo Antonio Godoy,ARG,5,1616,-1,M
Tommaso Forini,ITA,5,1616,-1,M
Diego Garcia,MEX,5,1616,-1,M
Lucas Perez Marin,ESP,5,1616,-1,M
Rafael Vega Otaolaurruchi,ESP,5,1616,-1,M
Dorian Vasung,CRO,5,1616,-1,M
Ege Avci,TUR,5,1616,-1,M
Osvaldo Estevanez Jimenez,ESP,5,1616,-1,M
Jad Slaibi,LBN,5,1616,-1,M
Felipe Furghestti,BRA,5,1616,-1,M
Aryan Hemdev,IND,5,1616,-1,M
Oscar Bazaley,GBR,5,1616,783,M
Guillem Gañan Alegre,ESP,5,1616,-1,M
Francisco Cunietti,ARG,5,1616,-1,M
Agustin Garcia Carabasa,ESP,5,1616,-1,M
Antonio Gallego,ESP,5,1616,-1,M
Meiram Zhardayev,KAZ,5,1616,-1,M
Goran Vujaklija,CRO,5,1616,-1,M
Tilen Zalar,SLO,5,1616,-1,M
Domenico Cutuli,ITA,5,1616,-1,M
Sebastian Santibanez,CHI,5,1616,-1,M
Samuel Alos Boal,ESP,5,1616,-1,M
Luis Gonzalez Sanchez,DOM,5,1616,-1,M
Marcos Sanchez Pestaña,ESP,5,1616,-1,M
Marcio Andre Crizel,BRA,5,1616,-1,M
Ahmed Mohamed,BRN,5,1616,-1,M
Zsombor Schmidt-Bohn,HUN,5,1616,-1,M
Simonas Zukauskas,LTU,5,1616,-1,M
Lenon Flain,BRA,5,1616,-1,M
Melik Feler,FRA,5,1616,-1,M
Nick Faessen,NED,5,1616,-1,M
Diego Lopez Aviles,ESP,5,1616,-1,M
Jorge Catalan Zamorano,CHI,5,1616,-1,M
Carlos Malia,ESP,5,1616,-1,M
Riaz Ravate,FRA,5,1616,-1,M
Anton Mickelsson,SWE,5,1616,-1,M
Diib Peruzzi Hammad,BRA,5,1616,-1,M
Hector Pino,ESP,5,1616,-1,M
Manuel Bragança,POR,5,1616,-1,M
Jeremias Pucheta,ARG,5,1616,-1,M
Shankai Guo,CHN,5,1616,-1,M
Ari Amsellem,FRA,5,1616,-1,M
Javier Reyes Gonzalez,ESP,5,1616,-1,M
Daniel Benz,GER,5,1616,-1,M
Tiger Bitanga,PHI,5,1616,-1,M
Pablo Andres Toro Loaiza,COL,5,1616,-1,M
Omar Esperon Acuna,MEX,5,1616,-1,M
Vittorio Mascarello,ITA,5,1616,-1,M
Joao Vinagre,POR,5,1616,-1,M
Gabriele Ciampichetti,ITA,5,1616,-1,M
Nauzet Rafael Guedes Hernandez,ESP,5,1616,-1,M
Daniel Concepcion Vaquer,ESP,5,1616,-1,M
Hector Ruiz Cadenas,ESP,5,1616,-1,M
Andrea Giarrusso,ITA,5,1616,-1,M
Jiabao Guo,CHN,5,1616,-1,M
Hugo Sihr,FRA,5,1616,-1,M
Chenhao He,CHN,5,1616,-1,M
Bernard Quentin,FRA,5,1616,-1,M
Sharlon Pace,MLT,5,1616,-1,M
Petr Maltsev,RUS,5,1616,-1,M
Georg Malmros,DEN,5,1616,-1,M
Germano Giacalone,ITA,5,1616,-1,M
Jeffree Gondres,DOM,5,1616,-1,M
Lucas De Souza Teixeira,BRA,5,1616,-1,M
Pablo Carretero,ESP,5,1616,-1,M
Divyang Kumar,IND,5,1616,-1,M
